# Citation information for the selected data product for each site selected.
# Newly published BASE and FLUXNET data products may not yet have a DOI for citation. Check the site's AmeriFlux Site Info webpage in a few days.
# Read more information about citing AmeriFlux data at the Data Policy webpage: https://ameriflux.lbl.gov/data/data-policy
# Citation information can also be acquired by making a Site Set (https://ameriflux.lbl.gov/sites/site-sets/) for your downloaded sites and use the "Download for Set: DOIs as ASCII" feature to acquire a list of DOI citations.
# Citation information can also be found on each site's AmeriFlux Site Info webpage. Access Site Info pages via Site Search: https://ameriflux.lbl.gov/sites/site-search/
site_id,author,title,publication_year,publisher,doi,doi_url,citation
"US-RC5","Lamb, Brian; Pressley, Shelley","AmeriFlux BASE US-RC5 Moses Lake on-farm site, Ver. 2-5","2021","AmeriFlux AMP","10.17190/AMF/1498751","http://doi.org/10.17190/AMF/1498751","Brian Lamb, Shelley Pressley (2021), AmeriFlux BASE US-RC5 Moses Lake on-farm site, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1498751"
"US-RGA","Schuppenhauer, Michael R.; Biraud, Sebastien C.; Chan, Stephen","AmeriFlux BASE US-RGA Arkansas Corn Farm, Ver. 3-5","2023","AmeriFlux AMP","10.17190/AMF/1880913","http://doi.org/10.17190/AMF/1880913","Michael R. Schuppenhauer, Sebastien C. Biraud, Stephen Chan (2023), AmeriFlux BASE US-RGA Arkansas Corn Farm, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1880913"
"US-RGB","Schuppenhauer, Michael; Biraud, Sebastien C.; Chan, Stephen","AmeriFlux BASE US-RGB Butte County Rice Farm, Ver. 4-5","2023","AmeriFlux AMP","10.17190/AMF/1870591","http://doi.org/10.17190/AMF/1870591","Michael Schuppenhauer, Sebastien C. Biraud, Stephen Chan (2023), AmeriFlux BASE US-RGB Butte County Rice Farm, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1870591"
"US-RGF","Schuppenhauer, Michael R.; Biraud, Sebastien C.; Chan, Stephen","AmeriFlux BASE US-RGF Stanislaus County Forage Farm, Ver. 2-5","2024","AmeriFlux AMP","10.17190/AMF/2001310","http://doi.org/10.17190/AMF/2001310","Michael R. Schuppenhauer, Sebastien C. Biraud, Stephen Chan (2024), AmeriFlux BASE US-RGF Stanislaus County Forage Farm, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001310"
"US-RGG","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-RGo","Schuppenhauer, Michael R.; Biraud, Sebastien C.; Chan, Stephen","AmeriFlux BASE US-RGo Glenn County Organic Rice Farm, Ver. 3-5","2023","AmeriFlux AMP","10.17190/AMF/1880914","http://doi.org/10.17190/AMF/1880914","Michael R. Schuppenhauer, Sebastien C. Biraud, Stephen Chan (2023), AmeriFlux BASE US-RGo Glenn County Organic Rice Farm, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1880914"
"US-RGW","Schuppenhauer, Michael R.; Biraud, Sebastien C.; Chan, Stephen","AmeriFlux BASE US-RGW Desha County Rice Farm, Ver. 3-5","2023","AmeriFlux AMP","10.17190/AMF/1880915","http://doi.org/10.17190/AMF/1880915","Michael R. Schuppenhauer, Sebastien C. Biraud, Stephen Chan (2023), AmeriFlux BASE US-RGW Desha County Rice Farm, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1880915"
"US-Rms, US-Rwf, US-Rws, US-Rls","Flerchinger, Gerald N.; Fellows, Aaron W.; Seyfried, Mark S.; Clark, Patrick E.; Lohse, Kathleen A.","Water and Carbon Fluxes Along an Elevational Gradient in a Sagebrush Ecosystem","2019","Springer Science and Business Media LLC","10.1007/S10021-019-00400-X","http://doi.org/10.1007/S10021-019-00400-X","Flerchinger, G. N., Fellows, A. W., Seyfried, M. S., Clark, P. E., Lohse, K. A. (2019) Water and Carbon Fluxes Along an Elevational Gradient in a Sagebrush Ecosystem, Ecosystems, 23(2), 246-263"
"US-Ro1","Baker, J.M.; Griffis, T.J.","Examining strategies to improve the carbon balance of corn/soybean agriculture using eddy covariance and mass balance techniques","2005","Elsevier BV","10.1016/J.AGRFORMET.2004.11.005","http://doi.org/10.1016/J.AGRFORMET.2004.11.005","Baker, J., Griffis, T. (2005) Examining strategies to improve the carbon balance of corn/soybean agriculture using eddy covariance and mass balance techniques, Agricultural and Forest Meteorology, 128(3-4), 163-177"
"US-Ro2","Baker, John; Griffis, Tim","AmeriFlux BASE US-Ro2 Rosemount- C7, Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/1418683","http://doi.org/10.17190/AMF/1418683","John Baker, Tim Griffis (2023), AmeriFlux BASE US-Ro2 Rosemount- C7, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1418683"
"US-Ro3","Baker, John; Griffis, Tim","AmeriFlux BASE US-Ro3 Rosemount- G19, Ver. 4-5","2019","AmeriFlux AMP","10.17190/AMF/1246093","http://doi.org/10.17190/AMF/1246093","John Baker, Tim Griffis (2019), AmeriFlux BASE US-Ro3 Rosemount- G19, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246093"
"US-Ro4","Baker, John; Griffis, Tim","AmeriFlux BASE US-Ro4 Rosemount Prairie, Ver. 24-5","2024","AmeriFlux AMP","10.17190/AMF/1419507","http://doi.org/10.17190/AMF/1419507","John Baker, Tim Griffis (2024), AmeriFlux BASE US-Ro4 Rosemount Prairie, Ver. 24-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1419507"
"US-Ro5","Baker, John; Griffis, Tim","AmeriFlux BASE US-Ro5 Rosemount I18_South, Ver. 24-5","2024","AmeriFlux AMP","10.17190/AMF/1419508","http://doi.org/10.17190/AMF/1419508","John Baker, Tim Griffis (2024), AmeriFlux BASE US-Ro5 Rosemount I18_South, Ver. 24-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1419508"
"US-Ro6","Baker, John; Griffis, Tim","AmeriFlux BASE US-Ro6 Rosemount I18_North, Ver. 24-5","2024","AmeriFlux AMP","10.17190/AMF/1419509","http://doi.org/10.17190/AMF/1419509","John Baker, Tim Griffis (2024), AmeriFlux BASE US-Ro6 Rosemount I18_North, Ver. 24-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1419509"
"US-Rpf","Ueyama, Masahito; Iwata, Hiroki; Harazono, Yoshinobu","AmeriFlux BASE US-Rpf Poker Flat Research Range: Succession from fire scar to deciduous forest, Ver. 10-5","2024","AmeriFlux AMP","10.17190/AMF/1579540","http://doi.org/10.17190/AMF/1579540","Masahito Ueyama, Hiroki Iwata, Yoshinobu Harazono (2024), AmeriFlux BASE US-Rpf Poker Flat Research Range: Succession from fire scar to deciduous forest, Ver. 10-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1579540"
"US-RRC","Haber, Lisa; Poppe, Katrina","AmeriFlux BASE US-RRC Rice Rivers Center Marsh, Ver. 1-5","2024","AmeriFlux AMP","10.17190/AMF/2331382","http://doi.org/10.17190/AMF/2331382","Lisa Haber, Katrina Poppe (2024), AmeriFlux BASE US-RRC Rice Rivers Center Marsh, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2331382"
"US-Rwe","Flerchinger, Gerald; Reba, Michele L.","AmeriFlux BASE US-Rwe RCEW Reynolds Mountain East, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1617721","http://doi.org/10.17190/AMF/1617721","Gerald Flerchinger, Michele L. Reba (2020), AmeriFlux BASE US-Rwe RCEW Reynolds Mountain East, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617721"
"US-Sag","Miyata, Akira; Harazono, Yoshinobu","AmeriFlux BASE US-Sag Sag River, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/1987604","http://doi.org/10.17190/AMF/1987604","Akira Miyata, Yoshinobu Harazono (2023), AmeriFlux BASE US-Sag Sag River, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1987604"
"US-SdH","Billesbach, Dave; Arkebauer, Tim J.","AmeriFlux BASE US-SdH Nebraska SandHills Dry Valley, Ver. 1-1","2016","AmeriFlux AMP","10.17190/AMF/1246136","http://doi.org/10.17190/AMF/1246136","Dave Billesbach, Tim J. Arkebauer (2016), AmeriFlux BASE US-SdH Nebraska SandHills Dry Valley, Ver. 1-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246136"
"US-Seg","Litvak, Marcy","AmeriFlux BASE US-Seg Sevilleta grassland, Ver. 24-5","2024","AmeriFlux AMP","10.17190/AMF/1246124","http://doi.org/10.17190/AMF/1246124","Marcy Litvak (2024), AmeriFlux BASE US-Seg Sevilleta grassland, Ver. 24-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246124"
"US-Ses","Litvak, Marcy","AmeriFlux BASE US-Ses Sevilleta shrubland, Ver. 24-5","2024","AmeriFlux AMP","10.17190/AMF/1246125","http://doi.org/10.17190/AMF/1246125","Marcy Litvak (2024), AmeriFlux BASE US-Ses Sevilleta shrubland, Ver. 24-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246125"
"US-Slt","Clark, Ken","AmeriFlux BASE US-Slt Silas Little- New Jersey, Ver. 5-1","2016","AmeriFlux AMP","10.17190/AMF/1246096","http://doi.org/10.17190/AMF/1246096","Ken Clark (2016), AmeriFlux BASE US-Slt Silas Little- New Jersey, Ver. 5-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246096"
"US-Snd, US-Twt","Hatala, Jaclyn A.; Detto, Matteo; Sonnentag, Oliver; Deverel, Steven J.; Verfaillie, Joseph; Baldocchi, Dennis D.","Greenhouse gas (CO2, CH4, H2O) fluxes from drained and flooded agricultural peatlands in the Sacramento-San Joaquin Delta","2012","Elsevier BV","10.1016/J.AGEE.2012.01.009","http://doi.org/10.1016/J.AGEE.2012.01.009","Hatala, J. A., Detto, M., Sonnentag, O., Deverel, S. J., Verfaillie, J., Baldocchi, D. D. (2012) Greenhouse gas (CO2, CH4, H2O) fluxes from drained and flooded agricultural peatlands in the Sacramento-San Joaquin Delta, Agriculture, Ecosystems &amp; Environment, 150, 1-18"
"US-Sne","Shortt, Robert; Hemes, Kyle; Szutu, Daphne; Verfaillie, Joseph; Baldocchi, Dennis","AmeriFlux BASE US-Sne Sherman Island Restored Wetland, Ver. 7-5","2021","AmeriFlux AMP","10.17190/AMF/1418684","http://doi.org/10.17190/AMF/1418684","Robert Shortt, Kyle Hemes, Daphne Szutu, Joseph Verfaillie, Dennis Baldocchi (2021), AmeriFlux BASE US-Sne Sherman Island Restored Wetland, Ver. 7-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1418684"
"US-Snf","Kusak, Kuno; Sanchez, Camilo Rey; Szutu, Daphne; Baldocchi, Dennis","AmeriFlux BASE US-Snf Sherman Barn, Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1579718","http://doi.org/10.17190/AMF/1579718","Kuno Kusak, Camilo Rey Sanchez, Daphne Szutu, Dennis Baldocchi (2020), AmeriFlux BASE US-Snf Sherman Barn, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1579718"
"US-SP1","Bracho, Rosvel; Martin, Timothy A.","AmeriFlux BASE US-SP1 Slashpine-Austin Cary- 65yrs nat regen, Ver. 5-5","2023","AmeriFlux AMP","10.17190/AMF/1246100","http://doi.org/10.17190/AMF/1246100","Rosvel Bracho, Timothy A. Martin (2023), AmeriFlux BASE US-SP1 Slashpine-Austin Cary- 65yrs nat regen, Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246100"
"US-SP2","Bracho, Rosvel; Martin, Timothy","AmeriFlux BASE US-SP2 Slashpine-Mize-clearcut-3yr,regen, Ver. 3-1","2016","AmeriFlux AMP","10.17190/AMF/1246101","http://doi.org/10.17190/AMF/1246101","Rosvel Bracho, Timothy Martin (2016), AmeriFlux BASE US-SP2 Slashpine-Mize-clearcut-3yr,regen, Ver. 3-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246101"
"US-SP3","Bracho, Rosvel; Martin, Timothy","AmeriFlux BASE US-SP3 Slashpine-Donaldson-mid-rot- 12yrs, Ver. 3-1","2016","AmeriFlux AMP","10.17190/AMF/1246102","http://doi.org/10.17190/AMF/1246102","Rosvel Bracho, Timothy Martin (2016), AmeriFlux BASE US-SP3 Slashpine-Donaldson-mid-rot- 12yrs, Ver. 3-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246102"
"US-SP4","Bracho, Rosvel; Martin, Timothy A.","AmeriFlux BASE US-SP4 Slashpine-Rayonier-mid-rot- 12yrs, Ver. 3-5","2019","AmeriFlux AMP","10.17190/AMF/1246103","http://doi.org/10.17190/AMF/1246103","Rosvel Bracho, Timothy A. Martin (2019), AmeriFlux BASE US-SP4 Slashpine-Rayonier-mid-rot- 12yrs, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246103"
"US-SRC","Kurc, Shirley","AmeriFlux BASE US-SRC Santa Rita Creosote, Ver. 6-5","2019","AmeriFlux AMP","10.17190/AMF/1246127","http://doi.org/10.17190/AMF/1246127","Shirley Kurc (2019), AmeriFlux BASE US-SRC Santa Rita Creosote, Ver. 6-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246127"
"US-SRG, US-Whs","Scott, Russell L.; Biederman, Joel A.; Hamerlynck, Erik P.; Barron‐Gafford, Greg A.","The carbon balance pivot point of southwestern U.S. semiarid ecosystems: Insights from the 21st century drought","2015","American Geophysical Union (AGU)","10.1002/2015JG003181","http://doi.org/10.1002/2015JG003181","Scott, R. L., Biederman, J. A., Hamerlynck, E. P., Barron‐Gafford, G. A. (2015) The carbon balance pivot point of southwestern U.S. semiarid ecosystems: Insights from the 21st century drought, Journal of Geophysical Research: Biogeosciences, 120(12), 2612-2624"
"US-SRM","Scott, Russell L.; Jenerette, G. Darrel; Potts, Daniel L.; Huxman, Travis E.","Effects of seasonal drought on net carbon dioxide exchange from a woody‐plant‐encroached semiarid grassland","2009","American Geophysical Union (AGU)","10.1029/2008JG000900","http://doi.org/10.1029/2008JG000900","Scott, R. L., Jenerette, G. D., Potts, D. L., Huxman, T. E. (2009) Effects of seasonal drought on net carbon dioxide exchange from a woody‐plant‐encroached semiarid grassland, Journal of Geophysical Research: Biogeosciences, 114(G4)"
"US-Srr","Bergamaschi, Brian; Windham-Myers, Lisamarie","AmeriFlux BASE US-Srr Suisun marsh - Rush Ranch, Ver. 1-5","2018","AmeriFlux AMP","10.17190/AMF/1418685","http://doi.org/10.17190/AMF/1418685","Brian Bergamaschi, Lisamarie Windham-Myers (2018), AmeriFlux BASE US-Srr Suisun marsh - Rush Ranch, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1418685"
"US-SRS","Anderson, Cody A.; Vivoni, Enrique R.","Impact of land surface states within the flux footprint on daytime land‐atmosphere coupling in two semiarid ecosystems of the Southwestern U.S.","2016","American Geophysical Union (AGU)","10.1002/2015WR018016","http://doi.org/10.1002/2015WR018016","Anderson, C. A., Vivoni, E. R. (2016) Impact of land surface states within the flux footprint on daytime land‐atmosphere coupling in two semiarid ecosystems of the Southwestern U.S., Water Resources Research, 52(6), 4785-4800"
"US-SSH","Forsythe, Brandon R.; Horne, Jason; Davis, Kenneth J.","AmeriFlux BASE US-SSH Susquehanna Shale Hills Critical Zone Observatory, Ver. 1-5","2022","AmeriFlux AMP","10.17190/AMF/1880916","http://doi.org/10.17190/AMF/1880916","Brandon R. Forsythe, Jason Horne, Kenneth J. Davis (2022), AmeriFlux BASE US-SSH Susquehanna Shale Hills Critical Zone Observatory, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1880916"
"US-Sta","Ewers, Brent; Pendall, Elise","AmeriFlux BASE US-Sta Saratoga, Ver. 2-5","2019","AmeriFlux AMP","10.17190/AMF/1246831","http://doi.org/10.17190/AMF/1246831","Brent Ewers, Elise Pendall (2019), AmeriFlux BASE US-Sta Saratoga, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246831"
"US-StJ","Vázquez-Lule, Alma; Vargas, Rodrigo","Biophysical drivers of net ecosystem and methane exchange across phenological phases in a tidal salt marsh","2021","Elsevier BV","10.1016/J.AGRFORMET.2020.108309","http://doi.org/10.1016/J.AGRFORMET.2020.108309","Vázquez-Lule, A., Vargas, R. (2021) Biophysical drivers of net ecosystem and methane exchange across phenological phases in a tidal salt marsh, Agricultural and Forest Meteorology, 300, 108309"
"US-StS","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-SuS, US-SuM, US-SuW","Anderson, Ray G.; Tirado-Corbalá, Rebecca; Wang, Dong; Ayars, James E.","Long-rotation sugarcane in Hawaii sustains high carbon accumulation and radiation use efficiency in 2nd year of growth","2015","Elsevier BV","10.1016/J.AGEE.2014.09.012","http://doi.org/10.1016/J.AGEE.2014.09.012","Anderson, R. G., Tirado-Corbalá, R., Wang, D., Ayars, J. E. (2015) Long-rotation sugarcane in Hawaii sustains high carbon accumulation and radiation use efficiency in 2nd year of growth, Agriculture, Ecosystems &amp; Environment, 199, 216-224"
"US-Syv","Desai, Ankur R.; Bolstad, Paul V.; Cook, Bruce D.; Davis, Kenneth J.; Carey, Eileen V.","Comparing net ecosystem exchange of carbon dioxide between an old-growth and mature forest in the upper Midwest, USA","2005","Elsevier BV","10.1016/J.AGRFORMET.2004.09.005","http://doi.org/10.1016/J.AGRFORMET.2004.09.005","Desai, A. R., Bolstad, P. V., Cook, B. D., Davis, K. J., Carey, E. V. (2005) Comparing net ecosystem exchange of carbon dioxide between an old-growth and mature forest in the upper Midwest, USA, Agricultural and Forest Meteorology, 128(1-2), 33-55"
"US-TaS","Malone, Sparkle; Troxler, Tiffany","AmeriFlux BASE US-TaS Taylor Slough/Panhandle, Ver. 1-5","2024","AmeriFlux AMP","10.17190/AMF/2331383","http://doi.org/10.17190/AMF/2331383","Sparkle Malone, Tiffany Troxler (2024), AmeriFlux BASE US-TaS Taylor Slough/Panhandle, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2331383"
"US-TCS","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-TEF","Stoy, Paul","AmeriFlux BASE US-TEF Tenderfoot Creek Experimental Forest, Ver. 1-5","2024","AmeriFlux AMP","10.17190/AMF/2315770","http://doi.org/10.17190/AMF/2315770","Paul Stoy (2024), AmeriFlux BASE US-TEF Tenderfoot Creek Experimental Forest, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2315770"
"US-Ton","","Tree–Grass Interactions in Savannas: Paradigms, Contradictions, and Conceptual Models","2010","CRC Press","10.1201/B10275-10","http://doi.org/10.1201/B10275-10"," (2010) Tree–Grass Interactions in Savannas: Paradigms, Contradictions, and Conceptual Models, Ecosystem Function in Savannas, 79-94"
"US-TrB","Stoy, Paul; Desai, Ankur; Dugan, Hilary; Schramm, Paul","AmeriFlux BASE US-TrB Trout Bog, Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1804493","http://doi.org/10.17190/AMF/1804493","Paul Stoy, Ankur Desai, Hilary Dugan, Paul Schramm (2021), AmeriFlux BASE US-TrB Trout Bog, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1804493"
"US-TrS","Stoy, Paul; Desai, Ankur; Dugan, Hilary; Schramm, Paul","AmeriFlux BASE US-TrS Trout Lake Area South Sparkling Bog, Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1825939","http://doi.org/10.17190/AMF/1825939","Paul Stoy, Ankur Desai, Hilary Dugan, Paul Schramm (2021), AmeriFlux BASE US-TrS Trout Lake Area South Sparkling Bog, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1825939"
"US-Tur","Stoy, Paul; Cook, Adam; Dore, John","AmeriFlux BASE US-Tur Turner Ranch, Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1825940","http://doi.org/10.17190/AMF/1825940","Paul Stoy, Adam Cook, John Dore (2021), AmeriFlux BASE US-Tur Turner Ranch, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1825940"
"US-Tw1","Valach, Alex; Shortt, Robert; Szutu, Daphne; Eichelmann, Elke; Knox, Sara; Hemes, Kyle; Verfaillie, Joseph; Baldocchi, Dennis","AmeriFlux BASE US-Tw1 Twitchell Wetland West Pond, Ver. 11-5","2024","AmeriFlux AMP","10.17190/AMF/1246147","http://doi.org/10.17190/AMF/1246147","Alex Valach, Robert Shortt, Daphne Szutu, Elke Eichelmann, Sara Knox, Kyle Hemes, Joseph Verfaillie, Dennis Baldocchi (2024), AmeriFlux BASE US-Tw1 Twitchell Wetland West Pond, Ver. 11-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246147"
"US-Tw2","Sturtevant, Cove; Verfaillie, Joseph; Baldocchi, Dennis","AmeriFlux BASE US-Tw2 Twitchell Corn, Ver. 2-5","2019","AmeriFlux AMP","10.17190/AMF/1246148","http://doi.org/10.17190/AMF/1246148","Cove Sturtevant, Joseph Verfaillie, Dennis Baldocchi (2019), AmeriFlux BASE US-Tw2 Twitchell Corn, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246148"
"US-Tw3","Baldocchi, Dennis; Sturtevant, Cove; Contributors, Fluxnet","Does day and night sampling reduce spurious correlation between canopy photosynthesis and ecosystem respiration?","2015","Elsevier BV","10.1016/J.AGRFORMET.2015.03.010","http://doi.org/10.1016/J.AGRFORMET.2015.03.010","Baldocchi, D., Sturtevant, C., Contributors, F. (2015) Does day and night sampling reduce spurious correlation between canopy photosynthesis and ecosystem respiration?, Agricultural and Forest Meteorology, 207, 117-126"
"US-Tw4","Eichelmann, Elke; Shortt, Robert; Knox, Sara; Sanchez, Camilo Rey; Valach, Alex; Sturtevant, Cove; Szutu, Daphne; Verfaillie, Joseph; Baldocchi, Dennis","AmeriFlux BASE US-Tw4 Twitchell East End Wetland, Ver. 14-5","2024","AmeriFlux AMP","10.17190/AMF/1246151","http://doi.org/10.17190/AMF/1246151","Elke Eichelmann, Robert Shortt, Sara Knox, Camilo Rey Sanchez, Alex Valach, Cove Sturtevant, Daphne Szutu, Joseph Verfaillie, Dennis Baldocchi (2024), AmeriFlux BASE US-Tw4 Twitchell East End Wetland, Ver. 14-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246151"
"US-Tw5","Kasak, K.; Valach, A.C.; Rey-Sanchez, C.; Kill, K.; Shortt, R.; Liu, J.; Dronova, I.; Mander, Ü.; Szutu, D.; Verfaillie, J.; Baldocchi, D.D.","Experimental harvesting of wetland plants to evaluate trade-offs between reducing methane emissions and removing nutrients accumulated to the biomass in constructed wetlands","2020","Elsevier BV","10.1016/J.SCITOTENV.2020.136960","http://doi.org/10.1016/J.SCITOTENV.2020.136960","Kasak, K., Valach, A., Rey-Sanchez, C., Kill, K., Shortt, R., Liu, J., Dronova, I., Mander, Ü., Szutu, D., Verfaillie, J., Baldocchi, D. (2020) Experimental harvesting of wetland plants to evaluate trade-offs between reducing methane emissions and removing nutrients accumulated to the biomass in constructed wetlands, Science of The Total Environment, 715, 136960"
"US-Uaf","Ueyama, Masahito; Iwata, Hiroki; Harazono, Yoshinobu","Autumn warming reduces the <scp><scp>CO<sub>2</sub></scp></scp> sink of a black spruce forest in interior Alaska based on a nine‐year eddy covariance measurement","2014","Wiley","10.1111/GCB.12434","http://doi.org/10.1111/GCB.12434","Ueyama, M., Iwata, H., Harazono, Y. (2014) Autumn warming reduces the <scp><scp>CO<sub>2</sub></scp></scp> sink of a black spruce forest in interior Alaska based on a nine‐year eddy covariance measurement, Global Change Biology, 20(4), 1161-1173"
"US-UC1","Goslee, Sarah","AmeriFlux BASE US-UC1 LTAR UCB (Upper Chesapeake Bay) EC1, Ver. 4-5","2024","AmeriFlux AMP","10.17190/AMF/1865482","http://doi.org/10.17190/AMF/1865482","Sarah Goslee (2024), AmeriFlux BASE US-UC1 LTAR UCB (Upper Chesapeake Bay) EC1, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1865482"
"US-UC2","Goslee, Sarah","AmeriFlux BASE US-UC2 LTAR UCB (Upper Chesapeake Bay) EC2, Ver. 4-5","2024","AmeriFlux AMP","10.17190/AMF/1865483","http://doi.org/10.17190/AMF/1865483","Sarah Goslee (2024), AmeriFlux BASE US-UC2 LTAR UCB (Upper Chesapeake Bay) EC2, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1865483"
"US-UG1","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UiA","Blakely, Bethany; Moore, Caitlin; Bernacchi, Carl J; Pederson, Taylor","AmeriFlux BASE US-UiA University of Illinois Switchgrass, Ver. 2-5","2022","AmeriFlux AMP","10.17190/AMF/1617725","http://doi.org/10.17190/AMF/1617725","Bethany Blakely, Caitlin Moore, Carl J Bernacchi, Taylor Pederson (2022), AmeriFlux BASE US-UiA University of Illinois Switchgrass, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617725"
"US-UiB","Blakely, Bethany; Moore, Caitlin; Bernacchi, Carl J; Pederson, Taylor","AmeriFlux BASE US-UiB University of Illinois Miscanthus, Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/1846664","http://doi.org/10.17190/AMF/1846664","Bethany Blakely, Caitlin Moore, Carl J Bernacchi, Taylor Pederson (2023), AmeriFlux BASE US-UiB University of Illinois Miscanthus, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1846664"
"US-UiC","Bernacchi, Carl J; Blakely, Bethany; Moore, Caitlin; Pederson, Taylor","AmeriFlux BASE US-UiC University of Illinois Maize-Soy, Ver. 1-5","2022","AmeriFlux AMP","10.17190/AMF/1846665","http://doi.org/10.17190/AMF/1846665","Carl J Bernacchi, Bethany Blakely, Caitlin Moore, Taylor Pederson (2022), AmeriFlux BASE US-UiC University of Illinois Maize-Soy, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1846665"
"US-UiD","Bernacchi, Carl J","AmeriFlux BASE US-UiD University of Illinois Restored Native Prairie, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/1987605","http://doi.org/10.17190/AMF/1987605","Carl J Bernacchi (2023), AmeriFlux BASE US-UiD University of Illinois Restored Native Prairie, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1987605"
"US-UiE","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UiF","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UiG","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UM3","Bohrer, Gil","AmeriFlux BASE US-UM3 Douglas Lake, Ver. 1-5","2018","AmeriFlux AMP","10.17190/AMF/1480315","http://doi.org/10.17190/AMF/1480315","Gil Bohrer (2018), AmeriFlux BASE US-UM3 Douglas Lake, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1480315"
